4	,	1	,	0, 0, 0, 0, 0, 0, 1, 0, 0	,	0
4	,	2	,	2, 0, 0, 0, 0, 0, 1, 0, 0	,	4
4	,	1	,	2, 0, 0, 0, 1, 0, 1, 0, 0	,	2
4	,	2	,	2, 0, 2, 0, 1, 0, 1, 0, 0	,	1
4	,	1	,	2, 1, 2, 0, 1, 0, 1, 0, 0	,	7
4	,	2	,	2, 1, 2, 0, 1, 0, 1, 2, 0	,	5
4	,	1	,	2, 1, 2, 0, 1, 1, 1, 2, 0	,	3
4	,	2	,	2, 1, 2, 2, 1, 1, 1, 2, 0	,	8
5	,	2	,	0, 0, 0, 0, 0, 0, 0, 0, 0	,	0
5	,	1	,	1, 0, 0, 0, 0, 0, 0, 0, 0	,	4
5	,	2	,	1, 0, 0, 0, 2, 0, 0, 0, 0	,	1
5	,	1	,	1, 1, 0, 0, 2, 0, 0, 0, 0	,	2
5	,	2	,	1, 1, 2, 0, 2, 0, 0, 0, 0	,	6
5	,	1	,	1, 1, 2, 0, 2, 0, 1, 0, 0	,	3
5	,	2	,	1, 1, 2, 2, 2, 0, 1, 0, 0	,	5
5	,	1	,	1, 1, 2, 2, 2, 1, 1, 0, 0	,	7
5	,	2	,	1, 1, 2, 2, 2, 1, 1, 2, 0	,	8
6	,	2	,	0, 0, 0, 0, 0, 0, 0, 0, 0	,	4
6	,	1	,	0, 0, 0, 0, 1, 0, 0, 0, 0	,	0
6	,	2	,	2, 0, 0, 0, 1, 0, 0, 0, 0	,	3
6	,	1	,	2, 0, 0, 1, 1, 0, 0, 0, 0	,	5
6	,	2	,	2, 0, 0, 1, 1, 2, 0, 0, 0	,	1
6	,	1	,	2, 1, 0, 1, 1, 2, 0, 0, 0	,	7
6	,	2	,	2, 1, 0, 1, 1, 2, 0, 2, 0	,	2
6	,	1	,	2, 1, 1, 1, 1, 2, 0, 2, 0	,	6
6	,	2	,	2, 1, 1, 1, 1, 2, 2, 2, 0	,	8
7	,	2	,	0, 0, 0, 0, 0, 0, 0, 0, 0	,	8
7	,	1	,	0, 0, 0, 0, 0, 0, 0, 0, 1	,	0
7	,	2	,	2, 0, 0, 0, 0, 0, 0, 0, 1	,	2
7	,	1	,	2, 0, 1, 0, 0, 0, 0, 0, 1	,	6
7	,	2	,	2, 0, 1, 0, 0, 0, 2, 0, 1	,	3
7	,	1	,	2, 0, 1, 1, 0, 0, 2, 0, 1	,	5
7	,	2	,	2, 0, 1, 1, 0, 2, 2, 0, 1	,	7
7	,	1	,	2, 0, 1, 1, 0, 2, 2, 1, 1	,	4
7	,	2	,	2, 0, 1, 1, 2, 2, 2, 1, 1	,	1
8	,	2	,	0, 0, 0, 0, 0, 0, 0, 0, 0	,	4
8	,	1	,	0, 0, 0, 0, 1, 0, 0, 0, 0	,	0
8	,	2	,	2, 0, 0, 0, 1, 0, 0, 0, 0	,	7
8	,	1	,	2, 0, 0, 0, 1, 0, 0, 1, 0	,	1
8	,	2	,	2, 2, 0, 0, 1, 0, 0, 1, 0	,	2
8	,	1	,	2, 2, 1, 0, 1, 0, 0, 1, 0	,	6
8	,	2	,	2, 2, 1, 0, 1, 0, 2, 1, 0	,	3
8	,	1	,	2, 2, 1, 1, 1, 0, 2, 1, 0	,	5
8	,	2	,	2, 2, 1, 1, 1, 2, 2, 1, 0	,	8
9	,	2	,	0, 0, 0, 0, 0, 0, 0, 0, 0	,	0
9	,	1	,	1, 0, 0, 0, 0, 0, 0, 0, 0	,	4
9	,	2	,	1, 0, 0, 0, 2, 0, 0, 0, 0	,	6
9	,	1	,	1, 0, 0, 0, 2, 0, 1, 0, 0	,	3
9	,	2	,	1, 0, 0, 2, 2, 0, 1, 0, 0	,	1
9	,	1	,	1, 1, 0, 2, 2, 0, 1, 0, 0	,	2
9	,	2	,	1, 1, 2, 2, 2, 0, 1, 0, 0	,	5
9	,	1	,	1, 1, 2, 2, 2, 1, 1, 0, 0	,	8
9	,	2	,	1, 1, 2, 2, 2, 1, 1, 0, 2	,	7
10	,	2	,	0, 0, 0, 0, 0, 0, 0, 0, 0	,	4
10	,	1	,	0, 0, 0, 0, 1, 0, 0, 0, 0	,	0
10	,	2	,	2, 0, 0, 0, 1, 0, 0, 0, 0	,	6
10	,	1	,	2, 0, 0, 0, 1, 0, 1, 0, 0	,	2
10	,	2	,	2, 0, 2, 0, 1, 0, 1, 0, 0	,	1
10	,	1	,	2, 1, 2, 0, 1, 0, 1, 0, 0	,	7
10	,	2	,	2, 1, 2, 0, 1, 0, 1, 2, 0	,	3
10	,	1	,	2, 1, 2, 1, 1, 0, 1, 2, 0	,	5
10	,	2	,	2, 1, 2, 1, 1, 2, 1, 2, 0	,	8
11	,	2	,	0, 0, 0, 0, 0, 0, 0, 0, 0	,	4
11	,	1	,	0, 0, 0, 0, 1, 0, 0, 0, 0	,	0
11	,	2	,	2, 0, 0, 0, 1, 0, 0, 0, 0	,	2
11	,	1	,	2, 0, 1, 0, 1, 0, 0, 0, 0	,	6
11	,	2	,	2, 0, 1, 0, 1, 0, 2, 0, 0	,	3
11	,	1	,	2, 0, 1, 1, 1, 0, 2, 0, 0	,	5
11	,	2	,	2, 0, 1, 1, 1, 2, 2, 0, 0	,	7
11	,	1	,	2, 0, 1, 1, 1, 2, 2, 1, 0	,	1
11	,	2	,	2, 2, 1, 1, 1, 2, 2, 1, 0	,	8
12	,	2	,	0, 0, 0, 0, 0, 0, 0, 0, 0	,	6
12	,	1	,	0, 0, 0, 0, 0, 0, 1, 0, 0	,	4
12	,	2	,	0, 0, 0, 0, 2, 0, 1, 0, 0	,	0
12	,	1	,	1, 0, 0, 0, 2, 0, 1, 0, 0	,	3
12	,	2	,	1, 0, 0, 2, 2, 0, 1, 0, 0	,	1
12	,	1	,	1, 1, 0, 2, 2, 0, 1, 0, 0	,	2
12	,	2	,	1, 1, 2, 2, 2, 0, 1, 0, 0	,	5
12	,	1	,	1, 1, 2, 2, 2, 1, 1, 0, 0	,	7
12	,	2	,	1, 1, 2, 2, 2, 1, 1, 2, 0	,	8
13	,	2	,	0, 0, 0, 0, 0, 0, 0, 0, 0	,	4
13	,	1	,	0, 0, 0, 0, 1, 0, 0, 0, 0	,	0
13	,	2	,	2, 0, 0, 0, 1, 0, 0, 0, 0	,	2
13	,	1	,	2, 0, 1, 0, 1, 0, 0, 0, 0	,	6
13	,	2	,	2, 0, 1, 0, 1, 0, 2, 0, 0	,	3
13	,	1	,	2, 0, 1, 1, 1, 0, 2, 0, 0	,	5
13	,	2	,	2, 0, 1, 1, 1, 2, 2, 0, 0	,	1
13	,	1	,	2, 1, 1, 1, 1, 2, 2, 0, 0	,	7
13	,	2	,	2, 1, 1, 1, 1, 2, 2, 2, 0	,	8
14	,	2	,	0, 0, 0, 0, 0, 0, 0, 0, 0	,	0
14	,	1	,	1, 0, 0, 0, 0, 0, 0, 0, 0	,	4
14	,	2	,	1, 0, 0, 0, 2, 0, 0, 0, 0	,	2
14	,	1	,	1, 0, 1, 0, 2, 0, 0, 0, 0	,	1
14	,	2	,	1, 2, 1, 0, 2, 0, 0, 0, 0	,	7
14	,	1	,	1, 2, 1, 0, 2, 0, 0, 1, 0	,	5
14	,	2	,	1, 2, 1, 0, 2, 2, 0, 1, 0	,	3
14	,	1	,	1, 2, 1, 1, 2, 2, 0, 1, 0	,	6
14	,	2	,	1, 2, 1, 1, 2, 2, 2, 1, 0	,	8
15	,	2	,	0, 0, 0, 0, 0, 0, 0, 0, 0	,	8
15	,	1	,	0, 0, 0, 0, 0, 0, 0, 0, 1	,	0
15	,	2	,	2, 0, 0, 0, 0, 0, 0, 0, 1	,	4
15	,	1	,	2, 0, 0, 0, 1, 0, 0, 0, 1	,	2
15	,	2	,	2, 0, 2, 0, 1, 0, 0, 0, 1	,	1
15	,	1	,	2, 1, 2, 0, 1, 0, 0, 0, 1	,	3
15	,	2	,	2, 1, 2, 2, 1, 0, 0, 0, 1	,	6
15	,	1	,	2, 1, 2, 2, 1, 0, 1, 0, 1	,	7
15	,	2	,	2, 1, 2, 2, 1, 0, 1, 2, 1	,	5
16	,	2	,	0, 0, 0, 0, 0, 0, 0, 0, 0	,	1
16	,	1	,	0, 1, 0, 0, 0, 0, 0, 0, 0	,	4
16	,	2	,	0, 1, 0, 0, 2, 0, 0, 0, 0	,	0
16	,	1	,	1, 1, 0, 0, 2, 0, 0, 0, 0	,	2
16	,	2	,	1, 1, 2, 0, 2, 0, 0, 0, 0	,	6
16	,	1	,	1, 1, 2, 0, 2, 0, 1, 0, 0	,	3
16	,	2	,	1, 1, 2, 2, 2, 0, 1, 0, 0	,	5
16	,	1	,	1, 1, 2, 2, 2, 1, 1, 0, 0	,	8
16	,	2	,	1, 1, 2, 2, 2, 1, 1, 0, 2	,	7
17	,	2	,	0, 0, 0, 0, 0, 0, 0, 0, 0	,	0
17	,	1	,	1, 0, 0, 0, 0, 0, 0, 0, 0	,	4
17	,	2	,	1, 0, 0, 0, 2, 0, 0, 0, 0	,	2
17	,	1	,	1, 0, 1, 0, 2, 0, 0, 0, 0	,	1
17	,	2	,	1, 2, 1, 0, 2, 0, 0, 0, 0	,	3
17	,	1	,	1, 2, 1, 1, 2, 0, 0, 0, 0	,	6
17	,	2	,	1, 2, 1, 1, 2, 0, 2, 0, 0	,	7
17	,	1	,	1, 2, 1, 1, 2, 0, 2, 1, 0	,	5
17	,	2	,	1, 2, 1, 1, 2, 2, 2, 1, 0	,	8
18	,	2	,	0, 0, 0, 0, 0, 0, 0, 0, 0	,	3
18	,	1	,	0, 0, 0, 1, 0, 0, 0, 0, 0	,	0
18	,	2	,	2, 0, 0, 1, 0, 0, 0, 0, 0	,	4
18	,	1	,	2, 0, 0, 1, 1, 0, 0, 0, 0	,	5
18	,	2	,	2, 0, 0, 1, 1, 2, 0, 0, 0	,	1
18	,	1	,	2, 1, 0, 1, 1, 2, 0, 0, 0	,	7
18	,	2	,	2, 1, 0, 1, 1, 2, 0, 2, 0	,	2
18	,	1	,	2, 1, 1, 1, 1, 2, 0, 2, 0	,	6
18	,	2	,	2, 1, 1, 1, 1, 2, 2, 2, 0	,	8
19	,	2	,	0, 0, 0, 0, 0, 0, 0, 0, 0	,	0
19	,	1	,	1, 0, 0, 0, 0, 0, 0, 0, 0	,	4
19	,	2	,	1, 0, 0, 0, 2, 0, 0, 0, 0	,	2
19	,	1	,	1, 0, 1, 0, 2, 0, 0, 0, 0	,	1
19	,	2	,	1, 2, 1, 0, 2, 0, 0, 0, 0	,	7
19	,	1	,	1, 2, 1, 0, 2, 0, 0, 1, 0	,	3
19	,	2	,	1, 2, 1, 2, 2, 0, 0, 1, 0	,	5
19	,	1	,	1, 2, 1, 2, 2, 1, 0, 1, 0	,	8
19	,	2	,	1, 2, 1, 2, 2, 1, 0, 1, 2	,	6
20	,	2	,	0, 0, 0, 0, 0, 0, 0, 0, 0	,	0
20	,	1	,	1, 0, 0, 0, 0, 0, 0, 0, 0	,	4
20	,	2	,	1, 0, 0, 0, 2, 0, 0, 0, 0	,	6
20	,	1	,	1, 0, 0, 0, 2, 0, 1, 0, 0	,	3
20	,	2	,	1, 0, 0, 2, 2, 0, 1, 0, 0	,	1
20	,	1	,	1, 1, 0, 2, 2, 0, 1, 0, 0	,	2
20	,	2	,	1, 1, 2, 2, 2, 0, 1, 0, 0	,	5
20	,	1	,	1, 1, 2, 2, 2, 1, 1, 0, 0	,	7
20	,	2	,	1, 1, 2, 2, 2, 1, 1, 2, 0	,	8
21	,	2	,	0, 0, 0, 0, 0, 0, 0, 0, 0	,	0
21	,	1	,	1, 0, 0, 0, 0, 0, 0, 0, 0	,	4
21	,	2	,	1, 0, 0, 0, 2, 0, 0, 0, 0	,	2
21	,	1	,	1, 0, 1, 0, 2, 0, 0, 0, 0	,	1
21	,	2	,	1, 2, 1, 0, 2, 0, 0, 0, 0	,	3
21	,	1	,	1, 2, 1, 1, 2, 0, 0, 0, 0	,	6
21	,	2	,	1, 2, 1, 1, 2, 0, 2, 0, 0	,	7
21	,	1	,	1, 2, 1, 1, 2, 0, 2, 1, 0	,	5
21	,	2	,	1, 2, 1, 1, 2, 2, 2, 1, 0	,	8
22	,	2	,	0, 0, 0, 0, 0, 0, 0, 0, 0	,	4
22	,	1	,	0, 0, 0, 0, 1, 0, 0, 0, 0	,	0
22	,	2	,	2, 0, 0, 0, 1, 0, 0, 0, 0	,	6
22	,	1	,	2, 0, 0, 0, 1, 0, 1, 0, 0	,	2
22	,	2	,	2, 0, 2, 0, 1, 0, 1, 0, 0	,	1
22	,	1	,	2, 1, 2, 0, 1, 0, 1, 0, 0	,	7
22	,	2	,	2, 1, 2, 0, 1, 0, 1, 2, 0	,	5
22	,	1	,	2, 1, 2, 0, 1, 1, 1, 2, 0	,	3
22	,	2	,	2, 1, 2, 2, 1, 1, 1, 2, 0	,	8
23	,	2	,	0, 0, 0, 0, 0, 0, 0, 0, 0	,	0
23	,	1	,	1, 0, 0, 0, 0, 0, 0, 0, 0	,	4
23	,	2	,	1, 0, 0, 0, 2, 0, 0, 0, 0	,	2
23	,	1	,	1, 0, 1, 0, 2, 0, 0, 0, 0	,	1
23	,	2	,	1, 2, 1, 0, 2, 0, 0, 0, 0	,	3
23	,	1	,	1, 2, 1, 1, 2, 0, 0, 0, 0	,	6
23	,	2	,	1, 2, 1, 1, 2, 0, 2, 0, 0	,	7
23	,	1	,	1, 2, 1, 1, 2, 0, 2, 1, 0	,	8
23	,	2	,	1, 2, 1, 1, 2, 0, 2, 1, 2	,	5
24	,	2	,	0, 0, 0, 0, 0, 0, 0, 0, 0	,	6
24	,	1	,	0, 0, 0, 0, 0, 0, 1, 0, 0	,	4
24	,	2	,	0, 0, 0, 0, 2, 0, 1, 0, 0	,	0
24	,	1	,	1, 0, 0, 0, 2, 0, 1, 0, 0	,	3
24	,	2	,	1, 0, 0, 2, 2, 0, 1, 0, 0	,	5
24	,	1	,	1, 0, 0, 2, 2, 1, 1, 0, 0	,	7
24	,	2	,	1, 0, 0, 2, 2, 1, 1, 2, 0	,	1
24	,	1	,	1, 1, 0, 2, 2, 1, 1, 2, 0	,	2
24	,	2	,	1, 1, 2, 2, 2, 1, 1, 2, 0	,	8
25	,	2	,	0, 0, 0, 0, 0, 0, 0, 0, 0	,	4
25	,	1	,	0, 0, 0, 0, 1, 0, 0, 0, 0	,	0
25	,	2	,	2, 0, 0, 0, 1, 0, 0, 0, 0	,	2
25	,	1	,	2, 0, 1, 0, 1, 0, 0, 0, 0	,	6
25	,	2	,	2, 0, 1, 0, 1, 0, 2, 0, 0	,	3
25	,	1	,	2, 0, 1, 1, 1, 0, 2, 0, 0	,	5
25	,	2	,	2, 0, 1, 1, 1, 2, 2, 0, 0	,	1
25	,	1	,	2, 1, 1, 1, 1, 2, 2, 0, 0	,	7
25	,	2	,	2, 1, 1, 1, 1, 2, 2, 2, 0	,	8
26	,	2	,	0, 0, 0, 0, 0, 0, 0, 0, 0	,	4
26	,	1	,	0, 0, 0, 0, 1, 0, 0, 0, 0	,	0
26	,	2	,	2, 0, 0, 0, 1, 0, 0, 0, 0	,	6
26	,	1	,	2, 0, 0, 0, 1, 0, 1, 0, 0	,	2
26	,	2	,	2, 0, 2, 0, 1, 0, 1, 0, 0	,	1
26	,	1	,	2, 1, 2, 0, 1, 0, 1, 0, 0	,	7
26	,	2	,	2, 1, 2, 0, 1, 0, 1, 2, 0	,	3
26	,	1	,	2, 1, 2, 1, 1, 0, 1, 2, 0	,	5
26	,	2	,	2, 1, 2, 1, 1, 2, 1, 2, 0	,	8
27	,	2	,	0, 0, 0, 0, 0, 0, 0, 0, 0	,	4
27	,	1	,	0, 0, 0, 0, 1, 0, 0, 0, 0	,	0
27	,	2	,	2, 0, 0, 0, 1, 0, 0, 0, 0	,	3
27	,	1	,	2, 0, 0, 1, 1, 0, 0, 0, 0	,	5
27	,	2	,	2, 0, 0, 1, 1, 2, 0, 0, 0	,	2
27	,	1	,	2, 0, 1, 1, 1, 2, 0, 0, 0	,	6
27	,	2	,	2, 0, 1, 1, 1, 2, 2, 0, 0	,	7
27	,	1	,	2, 0, 1, 1, 1, 2, 2, 1, 0	,	1
27	,	2	,	2, 2, 1, 1, 1, 2, 2, 1, 0	,	8
28	,	2	,	0, 0, 0, 0, 0, 0, 0, 0, 0	,	4
28	,	1	,	0, 0, 0, 0, 1, 0, 0, 0, 0	,	0
28	,	2	,	2, 0, 0, 0, 1, 0, 0, 0, 0	,	2
28	,	1	,	2, 0, 1, 0, 1, 0, 0, 0, 0	,	6
28	,	2	,	2, 0, 1, 0, 1, 0, 2, 0, 0	,	3
28	,	1	,	2, 0, 1, 1, 1, 0, 2, 0, 0	,	5
28	,	2	,	2, 0, 1, 1, 1, 2, 2, 0, 0	,	7
28	,	1	,	2, 0, 1, 1, 1, 2, 2, 1, 0	,	1
28	,	2	,	2, 2, 1, 1, 1, 2, 2, 1, 0	,	8
29	,	2	,	0, 0, 0, 0, 0, 0, 0, 0, 0	,	0
29	,	1	,	1, 0, 0, 0, 0, 0, 0, 0, 0	,	4
29	,	2	,	1, 0, 0, 0, 2, 0, 0, 0, 0	,	2
29	,	1	,	1, 0, 1, 0, 2, 0, 0, 0, 0	,	1
29	,	2	,	1, 2, 1, 0, 2, 0, 0, 0, 0	,	7
29	,	1	,	1, 2, 1, 0, 2, 0, 0, 1, 0	,	5
29	,	2	,	1, 2, 1, 0, 2, 2, 0, 1, 0	,	3
29	,	1	,	1, 2, 1, 1, 2, 2, 0, 1, 0	,	6
29	,	2	,	1, 2, 1, 1, 2, 2, 2, 1, 0	,	8
30	,	2	,	0, 0, 0, 0, 0, 0, 0, 0, 0	,	4
30	,	1	,	0, 0, 0, 0, 1, 0, 0, 0, 0	,	0
30	,	2	,	2, 0, 0, 0, 1, 0, 0, 0, 0	,	1
30	,	1	,	2, 1, 0, 0, 1, 0, 0, 0, 0	,	7
30	,	2	,	2, 1, 0, 0, 1, 0, 0, 2, 0	,	3
30	,	1	,	2, 1, 0, 1, 1, 0, 0, 2, 0	,	5
30	,	2	,	2, 1, 0, 1, 1, 2, 0, 2, 0	,	2
30	,	1	,	2, 1, 1, 1, 1, 2, 0, 2, 0	,	6
30	,	2	,	2, 1, 1, 1, 1, 2, 2, 2, 0	,	8
31	,	2	,	0, 0, 0, 0, 0, 0, 0, 0, 0	,	4
31	,	1	,	0, 0, 0, 0, 1, 0, 0, 0, 0	,	0
31	,	2	,	2, 0, 0, 0, 1, 0, 0, 0, 0	,	2
31	,	1	,	2, 0, 1, 0, 1, 0, 0, 0, 0	,	6
31	,	2	,	2, 0, 1, 0, 1, 0, 2, 0, 0	,	3
31	,	1	,	2, 0, 1, 1, 1, 0, 2, 0, 0	,	5
31	,	2	,	2, 0, 1, 1, 1, 2, 2, 0, 0	,	1
31	,	1	,	2, 1, 1, 1, 1, 2, 2, 0, 0	,	7
31	,	2	,	2, 1, 1, 1, 1, 2, 2, 2, 0	,	8
32	,	2	,	0, 0, 0, 0, 0, 0, 0, 0, 0	,	0
32	,	1	,	1, 0, 0, 0, 0, 0, 0, 0, 0	,	4
32	,	2	,	1, 0, 0, 0, 2, 0, 0, 0, 0	,	6
32	,	1	,	1, 0, 0, 0, 2, 0, 1, 0, 0	,	3
32	,	2	,	1, 0, 0, 2, 2, 0, 1, 0, 0	,	1
32	,	1	,	1, 1, 0, 2, 2, 0, 1, 0, 0	,	2
32	,	2	,	1, 1, 2, 2, 2, 0, 1, 0, 0	,	5
32	,	1	,	1, 1, 2, 2, 2, 1, 1, 0, 0	,	7
32	,	2	,	1, 1, 2, 2, 2, 1, 1, 2, 0	,	8
33	,	2	,	0, 0, 0, 0, 0, 0, 0, 0, 0	,	2
33	,	1	,	0, 0, 1, 0, 0, 0, 0, 0, 0	,	4
33	,	2	,	0, 0, 1, 0, 2, 0, 0, 0, 0	,	8
33	,	1	,	0, 0, 1, 0, 2, 0, 0, 0, 1	,	1
33	,	2	,	0, 2, 1, 0, 2, 0, 0, 0, 1	,	7
33	,	1	,	0, 2, 1, 0, 2, 0, 0, 1, 1	,	5
33	,	2	,	0, 2, 1, 0, 2, 2, 0, 1, 1	,	3
33	,	1	,	0, 2, 1, 1, 2, 2, 0, 1, 1	,	6
33	,	2	,	0, 2, 1, 1, 2, 2, 2, 1, 1	,	0
34	,	2	,	0, 0, 0, 0, 0, 0, 0, 0, 0	,	0
34	,	1	,	1, 0, 0, 0, 0, 0, 0, 0, 0	,	4
34	,	2	,	1, 0, 0, 0, 2, 0, 0, 0, 0	,	6
34	,	1	,	1, 0, 0, 0, 2, 0, 1, 0, 0	,	3
34	,	2	,	1, 0, 0, 2, 2, 0, 1, 0, 0	,	5
34	,	1	,	1, 0, 0, 2, 2, 1, 1, 0, 0	,	7
34	,	2	,	1, 0, 0, 2, 2, 1, 1, 2, 0	,	1
34	,	1	,	1, 1, 0, 2, 2, 1, 1, 2, 0	,	2
34	,	2	,	1, 1, 2, 2, 2, 1, 1, 2, 0	,	8
35	,	2	,	0, 0, 0, 0, 0, 0, 0, 0, 0	,	6
35	,	1	,	0, 0, 0, 0, 0, 0, 1, 0, 0	,	0
35	,	2	,	2, 0, 0, 0, 0, 0, 1, 0, 0	,	4
35	,	1	,	2, 0, 0, 0, 1, 0, 1, 0, 0	,	2
35	,	2	,	2, 0, 2, 0, 1, 0, 1, 0, 0	,	1
35	,	1	,	2, 1, 2, 0, 1, 0, 1, 0, 0	,	7
35	,	2	,	2, 1, 2, 0, 1, 0, 1, 2, 0	,	3
35	,	1	,	2, 1, 2, 1, 1, 0, 1, 2, 0	,	5
35	,	2	,	2, 1, 2, 1, 1, 2, 1, 2, 0	,	8
36	,	2	,	0, 0, 0, 0, 0, 0, 0, 0, 0	,	0
36	,	1	,	1, 0, 0, 0, 0, 0, 0, 0, 0	,	4
36	,	2	,	1, 0, 0, 0, 2, 0, 0, 0, 0	,	2
36	,	1	,	1, 0, 1, 0, 2, 0, 0, 0, 0	,	1
36	,	2	,	1, 2, 1, 0, 2, 0, 0, 0, 0	,	3
36	,	1	,	1, 2, 1, 1, 2, 0, 0, 0, 0	,	6
36	,	2	,	1, 2, 1, 1, 2, 0, 2, 0, 0	,	7
36	,	1	,	1, 2, 1, 1, 2, 0, 2, 1, 0	,	5
36	,	2	,	1, 2, 1, 1, 2, 2, 2, 1, 0	,	8
37	,	2	,	0, 0, 0, 0, 0, 0, 0, 0, 0	,	4
37	,	1	,	0, 0, 0, 0, 1, 0, 0, 0, 0	,	0
37	,	2	,	2, 0, 0, 0, 1, 0, 0, 0, 0	,	6
37	,	1	,	2, 0, 0, 0, 1, 0, 1, 0, 0	,	2
37	,	2	,	2, 0, 2, 0, 1, 0, 1, 0, 0	,	1
37	,	1	,	2, 1, 2, 0, 1, 0, 1, 0, 0	,	7
37	,	2	,	2, 1, 2, 0, 1, 0, 1, 2, 0	,	3
37	,	1	,	2, 1, 2, 1, 1, 0, 1, 2, 0	,	5
37	,	2	,	2, 1, 2, 1, 1, 2, 1, 2, 0	,	8
38	,	2	,	0, 0, 0, 0, 0, 0, 0, 0, 0	,	0
38	,	1	,	1, 0, 0, 0, 0, 0, 0, 0, 0	,	4
38	,	2	,	1, 0, 0, 0, 2, 0, 0, 0, 0	,	2
38	,	1	,	1, 0, 1, 0, 2, 0, 0, 0, 0	,	1
38	,	2	,	1, 2, 1, 0, 2, 0, 0, 0, 0	,	7
38	,	1	,	1, 2, 1, 0, 2, 0, 0, 1, 0	,	3
38	,	2	,	1, 2, 1, 2, 2, 0, 0, 1, 0	,	5
38	,	1	,	1, 2, 1, 2, 2, 1, 0, 1, 0	,	8
38	,	2	,	1, 2, 1, 2, 2, 1, 0, 1, 2	,	6
39	,	2	,	0, 0, 0, 0, 0, 0, 0, 0, 0	,	0
39	,	1	,	1, 0, 0, 0, 0, 0, 0, 0, 0	,	4
39	,	2	,	1, 0, 0, 0, 2, 0, 0, 0, 0	,	2
39	,	1	,	1, 0, 1, 0, 2, 0, 0, 0, 0	,	1
39	,	2	,	1, 2, 1, 0, 2, 0, 0, 0, 0	,	5
39	,	1	,	1, 2, 1, 0, 2, 1, 0, 0, 0	,	7
40	,	2	,	0, 0, 0, 0, 0, 0, 0, 0, 0	,	0
40	,	1	,	1, 0, 0, 0, 0, 0, 0, 0, 0	,	4
40	,	2	,	1, 0, 0, 0, 2, 0, 0, 0, 0	,	8
40	,	1	,	1, 0, 0, 0, 2, 0, 0, 0, 1	,	3
40	,	2	,	1, 0, 0, 2, 2, 0, 0, 0, 1	,	2
40	,	1	,	1, 0, 1, 2, 2, 0, 0, 0, 1	,	1
40	,	2	,	1, 2, 1, 2, 2, 0, 0, 0, 1	,	7
40	,	1	,	1, 2, 1, 2, 2, 0, 0, 1, 1	,	5
41	,	2	,	0, 0, 0, 0, 0, 0, 0, 0, 0	,	4
41	,	1	,	0, 0, 0, 0, 1, 0, 0, 0, 0	,	0
41	,	2	,	2, 0, 0, 0, 1, 0, 0, 0, 0	,	1
41	,	1	,	2, 1, 0, 0, 1, 0, 0, 0, 0	,	7
41	,	2	,	2, 1, 0, 0, 1, 0, 0, 2, 0	,	6
