,game_number, player_won, player_just_moved, cell0, cell1, cell2, cell3, cell4, cell5, cell6, cell7, cell8, best_move
30,14,2,2,0,0,0,0,0,0,0,0,0,7
31,14,2,1,0,0,0,0,0,0,0,1,0,4
32,14,2,2,0,0,0,0,2,0,0,1,0,8
33,14,2,1,0,0,0,0,2,0,0,1,1,3
34,14,2,2,0,0,0,2,2,0,0,1,1,5
35,14,2,1,0,0,0,2,2,1,0,1,1,6
36,14,2,2,0,0,0,2,2,1,2,1,1,0
37,14,2,1,1,0,0,2,2,1,2,1,1,2
38,18,1,2,0,0,0,0,0,0,0,0,0,1
39,18,1,1,0,1,0,0,0,0,0,0,0,4
40,18,1,2,0,1,0,0,2,0,0,0,0,5
41,18,1,1,0,1,0,0,2,1,0,0,0,0
42,18,1,2,2,1,0,0,2,1,0,0,0,8
43,18,1,1,2,1,0,0,2,1,0,0,1,6
44,18,1,2,2,1,0,0,2,1,2,0,1,2
0,7,1,2,0,0,0,0,0,0,0,0,0,4
1,7,1,1,0,0,0,0,1,0,0,0,0,2
2,7,1,2,0,0,2,0,1,0,0,0,0,0
3,7,1,1,1,0,2,0,1,0,0,0,0,3
4,7,1,2,1,0,2,2,1,0,0,0,0,8
5,8,1,2,0,0,0,0,0,0,0,0,0,4
6,8,1,1,0,0,0,0,1,0,0,0,0,3
7,8,1,2,0,0,0,2,1,0,0,0,0,0
8,8,1,1,1,0,0,2,1,0,0,0,0,8
9,8,1,2,1,0,0,2,1,0,0,0,2,2
10,8,1,1,1,0,1,2,1,0,0,0,2,6
11,8,1,2,1,0,1,2,1,0,2,0,2,1
12,10,1,2,0,0,0,0,0,0,0,0,0,4
13,10,1,1,0,0,0,0,1,0,0,0,0,0
14,10,1,2,2,0,0,0,1,0,0,0,0,3
15,10,1,1,2,0,0,1,1,0,0,0,0,2
16,10,1,2,2,0,2,1,1,0,0,0,0,1
17,10,1,1,2,1,2,1,1,0,0,0,0,7
18,10,1,2,2,1,2,1,1,0,0,2,0,5
19,14,1,2,0,0,0,0,0,0,0,0,0,4
20,14,1,1,0,0,0,0,1,0,0,0,0,2
21,14,1,2,0,0,2,0,1,0,0,0,0,0
22,14,1,1,1,0,2,0,1,0,0,0,0,3
23,14,1,2,1,0,2,2,1,0,0,0,0,8
0,8,1,2,0,0,0,0,0,0,0,0,0,4
1,8,1,1,0,0,0,0,1,0,0,0,0,0
2,8,1,2,2,0,0,0,1,0,0,0,0,3
3,8,1,1,2,0,0,1,1,0,0,0,0,1
4,8,1,2,2,2,0,1,1,0,0,0,0,2
5,8,1,1,2,2,1,1,1,0,0,0,0,6
6,8,1,2,2,2,1,1,1,0,2,0,0,5
7,13,1,2,0,0,0,0,0,0,0,0,0,4
8,13,1,1,0,0,0,0,1,0,0,0,0,0
9,13,1,2,2,0,0,0,1,0,0,0,0,1
10,13,1,1,2,1,0,0,1,0,0,0,0,6
11,13,1,2,2,1,0,0,1,0,2,0,0,3
12,13,1,1,2,1,0,1,1,0,2,0,0,5
13,13,1,2,2,1,0,1,1,2,2,0,0,7
0,19,2,2,0,0,0,0,0,0,0,0,0,1
1,19,2,1,0,1,0,0,0,0,0,0,0,4
2,19,2,2,0,1,0,0,2,0,0,0,0,8
3,19,2,1,0,1,0,0,2,0,0,0,1,3
4,19,2,2,0,1,0,2,2,0,0,0,1,5
5,19,2,1,0,1,0,2,2,1,0,0,1,6
6,19,2,2,0,1,0,2,2,1,2,0,1,0
7,19,2,1,1,1,0,2,2,1,2,0,1,2
0,3,1,2,0,0,0,0,0,0,0,0,0,4
1,3,1,1,0,0,0,0,1,0,0,0,0,6
2,3,1,2,0,0,0,0,1,0,2,0,0,0
3,3,1,1,1,0,0,0,1,0,2,0,0,1
4,3,1,2,1,2,0,0,1,0,2,0,0,8
5,4,1,2,0,0,0,0,0,0,0,0,0,4
6,4,1,1,0,0,0,0,1,0,0,0,0,6
7,4,1,2,0,0,0,0,1,0,2,0,0,0
8,4,1,1,1,0,0,0,1,0,2,0,0,1
9,4,1,2,1,2,0,0,1,0,2,0,0,8
10,5,2,2,0,0,0,0,0,0,0,0,0,4
11,5,2,1,0,0,0,0,1,0,0,0,0,6
12,5,2,2,0,0,0,0,1,0,2,0,0,0
13,5,2,1,1,0,0,0,1,0,2,0,0,8
14,5,2,2,1,0,0,0,1,0,2,0,2,1
15,5,2,1,1,1,0,0,1,0,2,0,2,3
16,5,2,2,1,1,0,2,1,0,2,0,2,5
17,5,2,1,1,1,0,2,1,1,2,0,2,7
18,6,1,2,0,0,0,0,0,0,0,0,0,4
19,6,1,1,0,0,0,0,1,0,0,0,0,6
20,6,1,2,0,0,0,0,1,0,2,0,0,0
21,6,1,1,1,0,0,0,1,0,2,0,0,1
22,6,1,2,1,2,0,0,1,0,2,0,0,8
23,8,1,2,0,0,0,0,0,0,0,0,0,4
24,8,1,1,0,0,0,0,1,0,0,0,0,6
25,8,1,2,0,0,0,0,1,0,2,0,0,0
26,8,1,1,1,0,0,0,1,0,2,0,0,1
27,8,1,2,1,2,0,0,1,0,2,0,0,8
28,11,1,2,0,0,0,0,0,0,0,0,0,4
29,11,1,1,0,0,0,0,1,0,0,0,0,6
30,11,1,2,0,0,0,0,1,0,2,0,0,3
31,11,1,1,0,0,0,1,1,0,2,0,0,1
32,11,1,2,0,2,0,1,1,0,2,0,0,0
33,11,1,1,1,2,0,1,1,0,2,0,0,5
34,11,1,2,1,2,0,1,1,2,2,0,0,8
35,12,1,2,0,0,0,0,0,0,0,0,0,4
36,12,1,1,0,0,0,0,1,0,0,0,0,6
37,12,1,2,0,0,0,0,1,0,2,0,0,0
38,12,1,1,1,0,0,0,1,0,2,0,0,1
39,12,1,2,1,2,0,0,1,0,2,0,0,8
40,13,1,2,0,0,0,0,0,0,0,0,0,4
41,13,1,1,0,0,0,0,1,0,0,0,0,6
42,13,1,2,0,0,0,0,1,0,2,0,0,0
43,13,1,1,1,0,0,0,1,0,2,0,0,1
44,13,1,2,1,2,0,0,1,0,2,0,0,8
45,14,1,2,0,0,0,0,0,0,0,0,0,4
46,14,1,1,0,0,0,0,1,0,0,0,0,6
47,14,1,2,0,0,0,0,1,0,2,0,0,0
48,14,1,1,1,0,0,0,1,0,2,0,0,1
49,14,1,2,1,2,0,0,1,0,2,0,0,8
50,15,1,2,0,0,0,0,0,0,0,0,0,4
51,15,1,1,0,0,0,0,1,0,0,0,0,6
52,15,1,2,0,0,0,0,1,0,2,0,0,0
53,15,1,1,1,0,0,0,1,0,2,0,0,1
54,15,1,2,1,2,0,0,1,0,2,0,0,8
0,1,1,2,0,0,0,0,0,0,0,0,0,4
1,1,1,1,0,0,0,0,1,0,0,0,0,0
2,1,1,2,2,0,0,0,1,0,0,0,0,3
3,1,1,1,2,0,0,1,1,0,0,0,0,2
4,1,1,2,2,0,2,1,1,0,0,0,0,1
5,1,1,1,2,1,2,1,1,0,0,0,0,5
6,1,1,2,2,1,2,1,1,2,0,0,0,7
0,6,1,2,0,0,0,0,0,0,0,0,0,4
1,6,1,1,0,0,0,0,1,0,0,0,0,0
2,6,1,2,2,0,0,0,1,0,0,0,0,3
3,6,1,1,2,0,0,1,1,0,0,0,0,2
4,6,1,2,2,0,2,1,1,0,0,0,0,1
5,6,1,1,2,1,2,1,1,0,0,0,0,5
6,6,1,2,2,1,2,1,1,2,0,0,0,7
7,9,2,2,0,0,0,0,0,0,0,0,0,0
8,9,2,1,1,0,0,0,0,0,0,0,0,4
9,9,2,2,1,0,0,0,2,0,0,0,0,6
10,9,2,1,1,0,0,0,2,0,1,0,0,3
11,9,2,2,1,0,0,2,2,0,1,0,0,7
12,9,2,1,1,0,0,2,2,0,1,1,0,5
13,13,1,2,0,0,0,0,0,0,0,0,0,4
14,13,1,1,0,0,0,0,1,0,0,0,0,0
15,13,1,2,2,0,0,0,1,0,0,0,0,3
16,13,1,1,2,0,0,1,1,0,0,0,0,2
17,13,1,2,2,0,2,1,1,0,0,0,0,1
18,13,1,1,2,1,2,1,1,0,0,0,0,7
19,13,1,2,2,1,2,1,1,0,0,2,0,5
20,14,1,2,0,0,0,0,0,0,0,0,0,4
21,14,1,1,0,0,0,0,1,0,0,0,0,0
22,14,1,2,2,0,0,0,1,0,0,0,0,3
23,14,1,1,2,0,0,1,1,0,0,0,0,1
24,14,1,2,2,2,0,1,1,0,0,0,0,2
25,14,1,1,2,2,1,1,1,0,0,0,0,6
26,14,1,2,2,2,1,1,1,0,2,0,0,5
0,8,2,2,0,0,0,0,0,0,0,0,0,4
1,8,2,1,0,0,0,0,1,0,0,0,0,2
2,8,2,2,0,0,2,0,1,0,0,0,0,0
3,8,2,1,1,0,2,0,1,0,0,0,0,8
4,8,2,2,1,0,2,0,1,0,0,0,2,3
5,8,2,1,1,0,2,1,1,0,0,0,2,1
6,8,2,2,1,2,2,1,1,0,0,0,2,7
7,8,2,1,1,2,2,1,1,0,0,1,2,5
8,9,1,2,0,0,0,0,0,0,0,0,0,3
9,9,1,1,0,0,0,1,0,0,0,0,0,4
10,9,1,2,0,0,0,1,2,0,0,0,0,6
11,9,1,1,0,0,0,1,2,0,1,0,0,0
12,9,1,2,2,0,0,1,2,0,1,0,0,8
13,9,1,1,2,0,0,1,2,0,1,0,1,1
14,9,1,2,2,2,0,1,2,0,1,0,1,7
0,3,2,2,0,0,0,0,0,0,0,0,0,4
1,3,2,1,0,0,0,0,1,0,0,0,0,6
2,3,2,2,0,0,0,0,1,0,2,0,0,0
3,3,2,1,1,0,0,0,1,0,2,0,0,8
4,3,2,2,1,0,0,0,1,0,2,0,2,1
5,3,2,1,1,1,0,0,1,0,2,0,2,2
6,3,2,2,1,1,2,0,1,0,2,0,2,3
7,3,2,1,1,1,2,1,1,0,2,0,2,5
8,11,1,2,0,0,0,0,0,0,0,0,0,4
9,11,1,1,0,0,0,0,1,0,0,0,0,2
10,11,1,2,0,0,2,0,1,0,0,0,0,0
11,11,1,1,1,0,2,0,1,0,0,0,0,3
12,11,1,2,1,0,2,2,1,0,0,0,0,8
13,12,1,2,0,0,0,0,0,0,0,0,0,4
14,12,1,1,0,0,0,0,1,0,0,0,0,2
15,12,1,2,0,0,2,0,1,0,0,0,0,0
16,12,1,1,1,0,2,0,1,0,0,0,0,3
17,12,1,2,1,0,2,2,1,0,0,0,0,8
18,17,1,2,0,0,0,0,0,0,0,0,0,4
19,17,1,1,0,0,0,0,1,0,0,0,0,6
20,17,1,2,0,0,0,0,1,0,2,0,0,0
21,17,1,1,1,0,0,0,1,0,2,0,0,1
22,17,1,2,1,2,0,0,1,0,2,0,0,8
0,5,2,2,0,0,0,0,0,0,0,0,0,5
1,5,2,1,0,0,0,0,0,1,0,0,0,0
2,5,2,2,2,0,0,0,0,1,0,0,0,8
3,5,2,1,2,0,0,0,0,1,0,0,1,2
4,5,2,2,2,0,2,0,0,1,0,0,1,1
5,5,2,1,2,1,2,0,0,1,0,0,1,6
6,5,2,2,2,1,2,0,0,1,2,0,1,4
7,5,2,1,2,1,2,0,1,1,2,0,1,3
0,19,1,2,0,0,0,0,0,0,0,0,0,4
1,19,1,1,0,0,0,0,1,0,0,0,0,0
2,19,1,2,2,0,0,0,1,0,0,0,0,1
3,19,1,1,2,1,0,0,1,0,0,0,0,3
4,19,1,2,2,1,0,2,1,0,0,0,0,6
5,19,1,1,2,1,0,2,1,0,1,0,0,7
6,19,1,2,2,1,0,2,1,0,1,2,0,2
0,5,2,2,0,0,0,0,0,0,0,0,0,8
1,5,2,1,0,0,0,0,0,0,0,0,1,4
2,5,2,2,0,0,0,0,2,0,0,0,1,5
3,5,2,1,0,0,0,0,2,1,0,0,1,1
4,5,2,2,0,2,0,0,2,1,0,0,1,0
5,5,2,1,1,2,0,0,2,1,0,0,1,7
0,12,1,2,0,0,0,0,0,0,0,0,0,3
1,12,1,1,0,0,0,1,0,0,0,0,0,4
2,12,1,2,0,0,0,1,2,0,0,0,0,6
3,12,1,1,0,0,0,1,2,0,1,0,0,0
4,12,1,2,2,0,0,1,2,0,1,0,0,8
5,12,1,1,2,0,0,1,2,0,1,0,1,1
6,12,1,2,2,2,0,1,2,0,1,0,1,7
0,19,1,2,0,0,0,0,0,0,0,0,0,3
1,19,1,1,0,0,0,1,0,0,0,0,0,4
2,19,1,2,0,0,0,1,2,0,0,0,0,6
3,19,1,1,0,0,0,1,2,0,1,0,0,0
4,19,1,2,2,0,0,1,2,0,1,0,0,8
5,19,1,1,2,0,0,1,2,0,1,0,1,1
6,19,1,2,2,2,0,1,2,0,1,0,1,7
0,15,1,2,0,0,0,0,0,0,0,0,0,4
1,15,1,1,0,0,0,0,1,0,0,0,0,0
2,15,1,2,2,0,0,0,1,0,0,0,0,1
3,15,1,1,2,1,0,0,1,0,0,0,0,6
4,15,1,2,2,1,0,0,1,0,2,0,0,3
5,15,1,1,2,1,0,1,1,0,2,0,0,5
6,15,1,2,2,1,0,1,1,2,2,0,0,7
0,1,1,2,0,0,0,0,0,0,0,0,0,4
1,1,1,1,0,0,0,0,1,0,0,0,0,0
2,1,1,2,2,0,0,0,1,0,0,0,0,1
3,1,1,1,2,1,0,0,1,0,0,0,0,3
4,1,1,2,2,1,0,2,1,0,0,0,0,6
5,1,1,1,2,1,0,2,1,0,1,0,0,2
6,1,1,2,2,1,2,2,1,0,1,0,0,7
0,9,2,2,0,0,0,0,0,0,0,0,0,0
1,9,2,1,1,0,0,0,0,0,0,0,0,4
2,9,2,2,1,0,0,0,2,0,0,0,0,6
3,9,2,1,1,0,0,0,2,0,1,0,0,3
4,9,2,2,1,0,0,2,2,0,1,0,0,7
5,9,2,1,1,0,0,2,2,0,1,1,0,5
0,14,1,2,0,0,0,0,0,0,0,0,0,7
1,14,1,1,0,0,0,0,0,0,0,1,0,0
2,14,1,2,2,0,0,0,0,0,0,1,0,2
3,14,1,1,2,0,1,0,0,0,0,1,0,4
4,14,1,2,2,0,1,0,2,0,0,1,0,8
5,14,1,1,2,0,1,0,2,0,0,1,1,3
6,14,1,2,2,0,1,2,2,0,0,1,1,6
7,15,1,2,0,0,0,0,0,0,0,0,0,5
8,15,1,1,0,0,0,0,0,1,0,0,0,4
9,15,1,2,0,0,0,0,2,1,0,0,0,7
10,15,1,1,0,0,0,0,2,1,0,1,0,0
11,15,1,2,2,0,0,0,2,1,0,1,0,8
12,15,1,1,2,0,0,0,2,1,0,1,1,2
13,15,1,2,2,0,2,0,2,1,0,1,1,6
0,19,1,2,0,0,0,0,0,0,0,0,0,1
1,19,1,1,0,1,0,0,0,0,0,0,0,4
2,19,1,2,0,1,0,0,2,0,0,0,0,8
3,19,1,1,0,1,0,0,2,0,0,0,1,3
4,19,1,2,0,1,0,2,2,0,0,0,1,2
5,19,1,1,0,1,1,2,2,0,0,0,1,0
6,19,1,2,2,1,1,2,2,0,0,0,1,5
0,3,2,2,0,0,0,0,0,0,0,0,0,1
1,3,2,1,0,1,0,0,0,0,0,0,0,4
2,3,2,2,0,1,0,0,2,0,0,0,0,8
3,3,2,1,0,1,0,0,2,0,0,0,1,3
4,3,2,2,0,1,0,2,2,0,0,0,1,0
5,3,2,1,1,1,0,2,2,0,0,0,1,2
6,3,2,2,1,1,2,2,2,0,0,0,1,5
7,3,2,1,1,1,2,2,2,1,0,0,1,6
8,9,1,2,0,0,0,0,0,0,0,0,0,7
9,9,1,1,0,0,0,0,0,0,0,1,0,0
10,9,1,2,2,0,0,0,0,0,0,1,0,6
11,9,1,1,2,0,0,0,0,0,1,1,0,4
12,9,1,2,2,0,0,0,2,0,1,1,0,8
13,11,1,2,0,0,0,0,0,0,0,0,0,1
14,11,1,1,0,1,0,0,0,0,0,0,0,4
15,11,1,2,0,1,0,0,2,0,0,0,0,2
16,11,1,1,0,1,1,0,2,0,0,0,0,0
17,11,1,2,2,1,1,0,2,0,0,0,0,8
18,11,1,1,2,1,1,0,2,0,0,0,1,3
19,11,1,2,2,1,1,2,2,0,0,0,1,5
0,1,2,2,0,0,0,0,0,0,0,0,0,6
1,1,2,1,0,0,0,0,0,0,1,0,0,4
2,1,2,2,0,0,0,0,2,0,1,0,0,3
3,1,2,1,0,0,0,1,2,0,1,0,0,0
4,1,2,2,2,0,0,1,2,0,1,0,0,1
5,1,2,1,2,1,0,1,2,0,1,0,0,8
0,9,2,2,0,0,0,0,0,0,0,0,0,7
1,9,2,1,0,0,0,0,0,0,0,1,0,6
2,9,2,2,0,0,0,0,0,0,2,1,0,1
3,9,2,1,0,1,0,0,0,0,2,1,0,0
4,9,2,2,2,1,0,0,0,0,2,1,0,3
5,9,2,1,2,1,0,1,0,0,2,1,0,4
6,9,2,2,2,1,0,1,2,0,2,1,0,8
7,9,2,1,2,1,0,1,2,0,2,1,1,2
8,15,1,2,0,0,0,0,0,0,0,0,0,2
9,15,1,1,0,0,1,0,0,0,0,0,0,0
10,15,1,2,2,0,1,0,0,0,0,0,0,5
11,15,1,1,2,0,1,0,0,1,0,0,0,4
12,15,1,2,2,0,1,0,2,1,0,0,0,8
0,19,1,2,0,0,0,0,0,0,0,0,0,4
1,19,1,1,0,0,0,0,1,0,0,0,0,0
2,19,1,2,2,0,0,0,1,0,0,0,0,1
3,19,1,1,2,1,0,0,1,0,0,0,0,3
4,19,1,2,2,1,0,2,1,0,0,0,0,6
5,19,1,1,2,1,0,2,1,0,1,0,0,2
6,19,1,2,2,1,2,2,1,0,1,0,0,7
0,14,2,2,0,0,0,0,0,0,0,0,0,3
1,14,2,1,0,0,0,1,0,0,0,0,0,4
2,14,2,2,0,0,0,1,2,0,0,0,0,6
3,14,2,1,0,0,0,1,2,0,1,0,0,0
4,14,2,2,2,0,0,1,2,0,1,0,0,8
5,14,2,1,2,0,0,1,2,0,1,0,1,1
6,14,2,2,2,2,0,1,2,0,1,0,1,2
7,14,2,1,2,2,1,1,2,0,1,0,1,7
0,1,1,2,0,0,0,0,0,0,0,0,0,5
1,1,1,1,0,0,0,0,0,1,0,0,0,0
2,1,1,2,2,0,0,0,0,1,0,0,0,2
3,1,1,1,2,0,1,0,0,1,0,0,0,4
4,1,1,2,2,0,1,0,2,1,0,0,0,8
5,9,2,2,0,0,0,0,0,0,0,0,0,7
6,9,2,1,0,0,0,0,0,0,0,1,0,4
7,9,2,2,0,0,0,0,2,0,0,1,0,6
8,9,2,1,0,0,0,0,2,0,1,1,0,3
9,9,2,2,0,0,0,2,2,0,1,1,0,0
10,9,2,1,1,0,0,2,2,0,1,1,0,5
0,10,2,2,0,0,0,0,0,0,0,0,0,0
1,10,2,1,1,0,0,0,0,0,0,0,0,4
2,10,2,2,1,0,0,0,2,0,0,0,0,6
3,10,2,1,1,0,0,0,2,0,1,0,0,3
4,10,2,2,1,0,0,2,2,0,1,0,0,7
5,10,2,1,1,0,0,2,2,0,1,1,0,5
6,14,2,2,0,0,0,0,0,0,0,0,0,1
7,14,2,1,0,1,0,0,0,0,0,0,0,4
8,14,2,2,0,1,0,0,2,0,0,0,0,8
9,14,2,1,0,1,0,0,2,0,0,0,1,3
10,14,2,2,0,1,0,2,2,0,0,0,1,6
11,14,2,1,0,1,0,2,2,0,1,0,1,5
0,0,2,2,0,0,0,0,0,0,0,0,0,3
1,0,2,1,0,0,0,1,0,0,0,0,0,4
2,0,2,2,0,0,0,1,2,0,0,0,0,8
3,0,2,1,0,0,0,1,2,0,0,0,1,1
4,0,2,2,0,2,0,1,2,0,0,0,1,2
5,0,2,1,0,2,1,1,2,0,0,0,1,7
6,4,1,2,0,0,0,0,0,0,0,0,0,3
7,4,1,1,0,0,0,1,0,0,0,0,0,4
8,4,1,2,0,0,0,1,2,0,0,0,0,6
9,4,1,1,0,0,0,1,2,0,1,0,0,0
10,4,1,2,2,0,0,1,2,0,1,0,0,8
11,4,1,1,2,0,0,1,2,0,1,0,1,1
12,4,1,2,2,2,0,1,2,0,1,0,1,7
13,7,2,2,0,0,0,0,0,0,0,0,0,3
14,7,2,1,0,0,0,1,0,0,0,0,0,4
15,7,2,2,0,0,0,1,2,0,0,0,0,8
16,7,2,1,0,0,0,1,2,0,0,0,1,1
17,7,2,2,0,2,0,1,2,0,0,0,1,2
18,7,2,1,0,2,1,1,2,0,0,0,1,7
19,19,1,2,0,0,0,0,0,0,0,0,0,2
20,19,1,1,0,0,1,0,0,0,0,0,0,0
21,19,1,2,2,0,1,0,0,0,0,0,0,5
22,19,1,1,2,0,1,0,0,1,0,0,0,4
23,19,1,2,2,0,1,0,2,1,0,0,0,8
0,3,1,2,0,0,0,0,0,0,0,0,0,4
1,3,1,1,0,0,0,0,1,0,0,0,0,0
2,3,1,2,2,0,0,0,1,0,0,0,0,1
3,3,1,1,2,1,0,0,1,0,0,0,0,3
4,3,1,2,2,1,0,2,1,0,0,0,0,6
5,3,1,1,2,1,0,2,1,0,1,0,0,7
6,3,1,2,2,1,0,2,1,0,1,2,0,2
0,6,2,2,0,0,0,0,0,0,0,0,0,0
1,6,2,1,1,0,0,0,0,0,0,0,0,4
2,6,2,2,1,0,0,0,2,0,0,0,0,6
3,6,2,1,1,0,0,0,2,0,1,0,0,3
4,6,2,2,1,0,0,2,2,0,1,0,0,8
5,6,2,1,1,0,0,2,2,0,1,0,1,5
6,10,2,2,0,0,0,0,0,0,0,0,0,6
7,10,2,1,0,0,0,0,0,0,1,0,0,4
8,10,2,2,0,0,0,0,2,0,1,0,0,0
9,10,2,1,1,0,0,0,2,0,1,0,0,3
10,10,2,2,1,0,0,2,2,0,1,0,0,7
11,10,2,1,1,0,0,2,2,0,1,1,0,5
12,17,2,2,0,0,0,0,0,0,0,0,0,0
13,17,2,1,1,0,0,0,0,0,0,0,0,4
14,17,2,2,1,0,0,0,2,0,0,0,0,6
15,17,2,1,1,0,0,0,2,0,1,0,0,3
16,17,2,2,1,0,0,2,2,0,1,0,0,7
17,17,2,1,1,0,0,2,2,0,1,1,0,5
0,16,1,2,0,0,0,0,0,0,0,0,0,4
1,16,1,1,0,0,0,0,1,0,0,0,0,6
2,16,1,2,0,0,0,0,1,0,2,0,0,0
3,16,1,1,1,0,0,0,1,0,2,0,0,1
4,16,1,2,1,2,0,0,1,0,2,0,0,8
0,5,2,2,0,0,0,0,0,0,0,0,0,1
1,5,2,1,0,1,0,0,0,0,0,0,0,4
2,5,2,2,0,1,0,0,2,0,0,0,0,8
3,5,2,1,0,1,0,0,2,0,0,0,1,3
4,5,2,2,0,1,0,2,2,0,0,0,1,6
5,5,2,1,0,1,0,2,2,0,1,0,1,5
6,19,2,2,0,0,0,0,0,0,0,0,0,2
7,19,2,1,0,0,1,0,0,0,0,0,0,4
8,19,2,2,0,0,1,0,2,0,0,0,0,0
9,19,2,1,1,0,1,0,2,0,0,0,0,1
10,19,2,2,1,2,1,0,2,0,0,0,0,5
11,19,2,1,1,2,1,0,2,1,0,0,0,7
